Pelecanus erythrorhynchos: ('species', 'Animalia', 4334, 'Pelecanus', 'genus')
Scutellaria siphocampyloides: ('species', 'Plantae', 59792, 'Scutellaria', 'genus')
Scutellaria bolanderi: ('species', 'Plantae', 79015, 'Scutellaria', 'genus')
Mus: ('genus', 'Animalia', 44678, 'Muridae', 'family')
Spartium: ('genus', 'Plantae', 47408, 'Fabaceae', 'family')
Bellardia: ('genus', 'Plantae', 51287, 'Orobanchaceae', 'family')
Fumaria: ('genus', 'Plantae', 53787, 'Papaveraceae', 'family')
Fumaria officinalis: ('species', 'Plantae', 53785, 'Fumaria', 'genus')
Fumaria parviflora: ('species', 'Plantae', 67716, 'Fumaria', 'genus')
Phoradendron: ('genus', 'Plantae', 49671, 'Santalaceae', 'family')
Santalaceae: ('family', 'Plantae', 59992, 'Santalales', 'order')
Santalales: ('order', 'Plantae', 49669, 'Magnoliopsida', 'class')
Phoradendron macrophyllum: ('species', 'Plantae', 166732, 'Phoradendron', 'genus')
Phoradendron bolleanum: ('species', 'Plantae', 78558, 'Phoradendron', 'genus')
Phoradendron juniperinum: ('species', 'Plantae', 58341, 'Phoradendron', 'genus')
Raphanus raphanistrum: ('species', 'Plantae', 55411, 'Raphanus', 'genus')
Mesembryanthemum: ('genus', 'Plantae', 49321, 'Aizoaceae', 'family')
Aizoaceae: ('family', 'Plantae', 49320, 'Caryophyllales', 'order')
Mesembryanthemum crystallinum: ('species', 'Plantae', 49319, 'Mesembryanthemum', 'genus')
Chimarocephala: ('genus', 'Animalia', 155266, 'Acrididae', 'family')
Acrididae: ('family', 'Animalia', 47649, 'Orthoptera', 'order')
Orthoptera: ('order', 'Animalia', 47651, 'Insecta', 'class')
Lycaenidae: ('family', 'Animalia', 47923, 'Lepidoptera', 'order')
Typhaceae: ('family', 'Plantae', 48694, 'Poales', 'order')
Typha domingensis: ('species', 'Plantae', 58392, 'Typha', 'genus')
Sayornis: ('genus', 'Animalia', 17007, 'Tyrannidae', 'family')
Tyrannidae: ('family', 'Animalia', 980017, 'Passeriformes', 'order')
Phyla: ('genus', 'Plantae', 59041, 'Verbenaceae', 'family')
Verbenaceae: ('family', 'Plantae', 49194, 'Lamiales', 'order')
Phyla lanceolata: ('species', 'Plantae', 59042, 'Phyla', 'genus')
Logfia filaginoides: ('species', 'Plantae', 64254, 'Logfia', 'genus')
Logfia: ('genus', 'Plantae', 56950, 'Asteraceae', 'family')
Omphalotus: ('genus', 'Fungi', 64014, 'Omphalotaceae', 'family')
Omphalotaceae: ('family', 'Fungi', 64013, 'Agaricales', 'order')
Agaricaceae: ('family', 'Fungi', 47394, 'Agaricales', 'order')
Hypholoma: ('genus', 'Fungi', 48769, 'Strophariaceae', 'family')
Strophariaceae: ('family', 'Fungi', 48768, 'Agaricales', 'order')
Pleurotus ostreatus: ('complex', 'Fungi', 1196165, 'Pleurotus', 'genus')
Amanitaceae: ('family', 'Fungi', 118249, 'Agaricales', 'order')
Volvopluteus: ('genus', 'Fungi', 379669, 'Pluteaceae', 'family')
Pluteaceae: ('family', 'Fungi', 48420, 'Agaricales', 'order')
Hygrocybe: ('subsection', 'Fungi', 1135481, 'Hygrophoraceae', 'family')
Hygrophoraceae: ('family', 'Fungi', 51870, 'Agaricales', 'order')
Mycena: ('genus', 'Fungi', 55922, 'Mycenaceae', 'family')
Mycenaceae: ('family', 'Fungi', 55920, 'Agaricales', 'order')
Crucibulum: ('genus', 'Fungi', 120031, 'Nidulariaceae', 'family')
Nidulariaceae: ('family', 'Fungi', 121439, 'Agaricales', 'order')
Phyllotopsis: ('genus', 'Fungi', 52530, 'Phyllotopsidaceae', 'family')
Phyllotopsidaceae: ('family', 'Fungi', 1128529, 'Agaricales', 'order')
Gymnopilus: ('genus', 'Fungi', 83198, 'Hymenogastraceae', 'family')
Hymenogastraceae: ('family', 'Fungi', 416512, 'Agaricales', 'order')
Calystegia subacaulis episcopalis: ('subspecies', 'Plantae', 57015, 'Calystegia subacaulis', 'species')
Lygaeus kalmii kalmii: ('subspecies', 'Animalia', 453928, 'Lygaeus kalmii', 'species')
Lygaeus: ('genus', 'Animalia', 62046, 'Lygaeidae', 'family')
Lygaeidae: ('family', 'Animalia', 55558, 'Hemiptera', 'order')
Lygaeus kalmii angustomarginatus: ('subspecies', 'Animalia', 453927, 'Lygaeus kalmii', 'species')
Vulpes vulpes: ('species', 'Animalia', 42069, 'Vulpes', 'genus')
Vulpes: ('genus', 'Animalia', 42054, 'Canidae', 'family')
Canidae: ('family', 'Animalia', 42043, 'Carnivora', 'order')
Vulpes macrotis mutica: ('subspecies', 'Animalia', 210918, 'Vulpes macrotis', 'species')
Vulpes macrotis: ('species', 'Animalia', 42070, 'Vulpes', 'genus')
Calystegia collina collina: ('subspecies', 'Plantae', 59761, 'Calystegia collina', 'species')
Calystegia collina: ('species', 'Plantae', 59759, 'Calystegia', 'genus')
Calystegia collina oxyphylla: ('subspecies', 'Plantae', 59760, 'Calystegia collina', 'species')
Holodiscus discolor discolor: ('variety', 'Plantae', 80941, 'Holodiscus discolor', 'species')
Holodiscus: ('genus', 'Plantae', 53415, 'Rosaceae', 'family')
Holodiscus discolor glabrescens: ('variety', 'Plantae', 80942, 'Holodiscus discolor', 'species')
Holodiscus discolor microphyllus: ('variety', 'Plantae', 80943, 'Holodiscus discolor', 'species')
Zenaida: ('genus', 'Animalia', 3438, 'Columbidae', 'family')
Columbidae: ('family', 'Animalia', 2715, 'Columbiformes', 'order')
Columbiformes: ('order', 'Animalia', 2708, 'Aves', 'class')
Patagioenas: ('genus', 'Animalia', 3078, 'Columbidae', 'family')
Cirsium fontinale: ('species', 'Plantae', 56866, 'Cirsium', 'genus')
Cirsium fontinale fontinale: ('variety', 'Plantae', 56867, 'Cirsium fontinale', 'species')
Iris pseudacorus: ('species', 'Plantae', 47779, 'Iris', 'genus')
Iris germanica: ('hybrid', 'Plantae', 709635, 'Iris', 'genus')
Iris longipetala: ('species', 'Plantae', 67703, 'Iris', 'genus')
Iris foetidissima: ('species', 'Plantae', 64331, 'Iris', 'genus')
Dicerca hornii hornii: ('subspecies', 'Animalia', 1054467, 'Dicerca hornii', 'species')
Dicerca hornii: ('species', 'Animalia', 455244, 'Dicerca', 'genus')
Dicerca: ('genus', 'Animalia', 173907, 'Buprestidae', 'family')
Dendroalsia: ('genus', 'Plantae', 55335, 'Leucodontaceae', 'family')
Leucodontaceae: ('family', 'Plantae', 55324, 'Hypnales', 'order')
Hypnales: ('order', 'Plantae', 67858, 'Bryopsida', 'class')
Polytrichaceae: ('family', 'Plantae', 55333, 'Polytrichales', 'order')
Polytrichales: ('order', 'Plantae', 1122192, 'Polytrichopsida', 'class')
Polytrichopsida: ('class', 'Plantae', 785240, 'Bryophyta', 'phylum')
Aphelocoma: ('genus', 'Animalia', 7824, 'Corvidae', 'family')
Corvidae: ('family', 'Animalia', 7823, 'Passeriformes', 'order')
Cyanocitta: ('genus', 'Animalia', 8228, 'Corvidae', 'family')
Pica: ('genus', 'Animalia', 8318, 'Corvidae', 'family')
Achyrachaena: ('genus', 'Plantae', 56853, 'Asteraceae', 'family')
Quercus wislizeni: ('species', 'Plantae', 51089, 'Quercus', 'genus')
Quercus parvula: ('species', 'Plantae', 78808, 'Quercus', 'genus')
Quercus garryana: ('species', 'Plantae', 68632, 'Quercus', 'genus')
Quercus dumosa: ('species', 'Plantae', 64137, 'Quercus', 'genus')
Thamnophis elegans: ('species', 'Animalia', 28398, 'Thamnophis', 'genus')
Thamnophis: ('genus', 'Animalia', 28339, 'Colubridae', 'family')
Colubridae: ('family', 'Animalia', 26504, 'Squamata', 'order')
Squamata: ('order', 'Animalia', 26172, 'Reptilia', 'class')
Reptilia: ('class', 'Animalia', 26036, 'Chordata', 'phylum')
Boisea: ('genus', 'Animalia', 53224, 'Rhopalidae', 'family')
Rhopalidae: ('family', 'Animalia', 53225, 'Hemiptera', 'order')
Boisea trivittata: ('species', 'Animalia', 53227, 'Boisea', 'genus')
Centromadia: ('genus', 'Plantae', 58807, 'Asteraceae', 'family')
Centromadia parryi: ('species', 'Plantae', 58809, 'Centromadia', 'genus')
Centromadia pungens: ('species', 'Plantae', 64209, 'Centromadia', 'genus')
Phoca vitulina: ('species', 'Animalia', 41708, 'Phoca', 'genus')
Phoca: ('genus', 'Animalia', 41707, 'Phocidae', 'family')
Phocidae: ('family', 'Animalia', 41687, 'Carnivora', 'order')
Mirounga angustirostris: ('species', 'Animalia', 41728, 'Mirounga', 'genus')
Mirounga: ('genus', 'Animalia', 41727, 'Phocidae', 'family')
Stellaria apetala: ('species', 'Plantae', 867483, 'Stellaria', 'genus')
Stellaria nitens: ('species', 'Plantae', 57007, 'Stellaria', 'genus')
Agelaius: ('genus', 'Animalia', 9740, 'Icteridae', 'family')
Agelaius tricolor: ('species', 'Animalia', 9743, 'Agelaius', 'genus')
Rosa canina: ('complex', 'Plantae', 1125370, 'Rosa', 'genus')
Rosa rubiginosa: ('complex', 'Plantae', 1150845, 'Rosa', 'genus')
Sterna: ('genus', 'Animalia', 4424, 'Laridae', 'family')
Laridae: ('family', 'Animalia', 4342, 'Charadriiformes', 'order')
Himantopus: ('genus', 'Animalia', 4831, 'Recurvirostridae', 'family')
Recurvirostridae: ('family', 'Animalia', 71361, 'Charadriiformes', 'order')
Lynx: ('genus', 'Animalia', 41973, 'Felidae', 'family')
Felidae: ('family', 'Animalia', 41944, 'Carnivora', 'order')
Puma concolor couguar: ('subspecies', 'Animalia', 143589, 'Puma concolor', 'species')
Puma concolor: ('species', 'Animalia', 42007, 'Puma', 'genus')
Puma: ('genus', 'Animalia', 42006, 'Felidae', 'family')
Cicadidae: ('family', 'Animalia', 50186, 'Hemiptera', 'order')
Myosotis: ('genus', 'Plantae', 49131, 'Boraginaceae', 'family')
Myosotis discolor: ('species', 'Plantae', 70265, 'Myosotis', 'genus')
Myosotis laxa: ('species', 'Plantae', 78150, 'Myosotis', 'genus')
Myosotis sylvatica: ('species', 'Plantae', 55826, 'Myosotis', 'genus')
Solidago velutina: ('species', 'Plantae', 79155, 'Solidago', 'genus')
Solidago: ('genus', 'Plantae', 48678, 'Asteraceae', 'family')
Solidago confinis: ('species', 'Plantae', 79149, 'Solidago', 'genus')
Solidago spathulata: ('species', 'Plantae', 60978, 'Solidago', 'genus')
Solidago elongata: ('species', 'Plantae', 79150, 'Solidago', 'genus')
Agelenidae: ('family', 'Animalia', 47345, 'Araneae', 'order')
Linyphiidae: ('family', 'Animalia', 67599, 'Araneae', 'order')
Zoropsis: ('genus', 'Animalia', 127114, 'Zoropsidae', 'family')
Zoropsidae: ('family', 'Animalia', 127113, 'Araneae', 'order')
Pholcus: ('genus', 'Animalia', 67329, 'Pholcidae', 'family')
Pholcidae: ('family', 'Animalia', 47823, 'Araneae', 'order')
Scotophaeus: ('genus', 'Animalia', 172283, 'Gnaphosidae', 'family')
Gnaphosidae: ('family', 'Animalia', 50168, 'Araneae', 'order')
Cheiracanthiidae: ('family', 'Animalia', 808367, 'Araneae', 'order')
Gazania: ('genus', 'Plantae', 56151, 'Asteraceae', 'family')
Frangula californica californica: ('subspecies', 'Plantae', 53429, 'Frangula californica', 'species')
Frangula: ('genus', 'Plantae', 53424, 'Rhamnaceae', 'family')
Chrysolina: ('genus', 'Animalia', 61902, 'Chrysomelidae', 'family')
Chrysomelidae: ('family', 'Animalia', 51146, 'Coleoptera', 'order')
Gastrophysa: ('genus', 'Animalia', 69766, 'Chrysomelidae', 'family')
Diabrotica: ('genus', 'Animalia', 55488, 'Chrysomelidae', 'family')
Sylvilagus: ('genus', 'Animalia', 43096, 'Leporidae', 'family')
Leporidae: ('family', 'Animalia', 43095, 'Lagomorpha', 'order')
Lagomorpha: ('order', 'Animalia', 43094, 'Mammalia', 'class')
Equisetum: ('genus', 'Plantae', 47746, 'Equisetaceae', 'family')
Equisetaceae: ('family', 'Plantae', 47747, 'Equisetales', 'order')
Equisetales: ('order', 'Plantae', 47748, 'Polypodiopsida', 'class')
Equisetum telmateia telmateia: ('subspecies', 'Plantae', 475094, 'Equisetum telmateia', 'species')
Anthocharis: ('genus', 'Animalia', 51498, 'Pieridae', 'family')
Pieridae: ('family', 'Animalia', 48508, 'Lepidoptera', 'order')
Ixodes: ('genus', 'Animalia', 51674, 'Ixodidae', 'family')
Ixodidae: ('family', 'Animalia', 51673, 'Ixodida', 'order')
Ixodida: ('order', 'Animalia', 51672, 'Arachnida', 'class')
Rhipicephalus sanguineus: ('species', 'Animalia', 229905, 'Rhipicephalus', 'genus')
Rhipicephalus: ('genus', 'Animalia', 172349, 'Ixodidae', 'family')
Procyon: ('genus', 'Animalia', 41661, 'Procyonidae', 'family')
Procyonidae: ('family', 'Animalia', 41660, 'Carnivora', 'order')
Bassariscus astutus: ('species', 'Animalia', 41676, 'Bassariscus', 'genus')
Bassariscus: ('genus', 'Animalia', 41674, 'Procyonidae', 'family')
Trichostema: ('genus', 'Plantae', 54876, 'Lamiaceae', 'family')
Trichostema lanatum: ('species', 'Plantae', 58931, 'Trichostema', 'genus')
Castilleja ambigua: ('species', 'Plantae', 60738, 'Castilleja', 'genus')
Castilleja attenuata: ('species', 'Plantae', 49341, 'Castilleja', 'genus')
Oxybasis rubra: ('species', 'Plantae', 931679, 'Oxybasis', 'genus')
Oxybasis: ('genus', 'Plantae', 446668, 'Amaranthaceae', 'family')
Xanthochilus: ('genus', 'Animalia', 325934, 'Rhyparochromidae', 'family')
Rhyparochromidae: ('family', 'Animalia', 141732, 'Hemiptera', 'order')
Melanerpes: ('genus', 'Animalia', 18158, 'Picidae', 'family')
Piciformes: ('order', 'Animalia', 17550, 'Aves', 'class')
Colaptes: ('genus', 'Animalia', 18230, 'Picidae', 'family')
Dryobates: ('genus', 'Animalia', 792976, 'Picidae', 'family')
Johnstonella micromeres: ('species', 'Plantae', 770232, 'Johnstonella', 'genus')
Johnstonella: ('genus', 'Plantae', 769119, 'Boraginaceae', 'family')
Pholistoma: ('genus', 'Plantae', 55438, 'Boraginaceae', 'family')
Veromessor: ('genus', 'Animalia', 370876, 'Formicidae', 'family')
Veromessor pergandei: ('species', 'Animalia', 371172, 'Veromessor', 'genus')
Coccinella: ('genus', 'Animalia', 51703, 'Coccinellidae', 'family')
Coccinellidae: ('family', 'Animalia', 48486, 'Coleoptera', 'order')
Hippodamia: ('genus', 'Animalia', 48988, 'Coccinellidae', 'family')
Harmonia: ('genus', 'Animalia', 48487, 'Coccinellidae', 'family')
Elgaria coerulea: ('species', 'Animalia', 32064, 'Elgaria', 'genus')
Anguidae: ('family', 'Animalia', 31888, 'Squamata', 'order')
Stenopelmatidae: ('family', 'Animalia', 53897, 'Orthoptera', 'order')
Vicia villosa villosa: ('subspecies', 'Plantae', 57315, 'Vicia villosa', 'species')
Vicia villosa varia: ('subspecies', 'Plantae', 57316, 'Vicia villosa', 'species')
Mentha: ('genus', 'Plantae', 54570, 'Lamiaceae', 'family')
Mentha arvensis: ('species', 'Plantae', 58188, 'Mentha', 'genus')
Mentha aquatica: ('species', 'Plantae', 77990, 'Mentha', 'genus')
Mentha piperita: ('hybrid', 'Plantae', 181525, 'Mentha', 'genus')
Mentha spicata: ('species', 'Plantae', 62652, 'Mentha', 'genus')
Mentha suaveolens: ('species', 'Plantae', 77993, 'Mentha', 'genus')
Lumbricus: ('genus', 'Animalia', 81547, 'Lumbricidae', 'family')
Lumbricidae: ('family', 'Animalia', 69758, 'Haplotaxida', 'order')
Haplotaxida: ('order', 'Animalia', 69755, 'Clitellata', 'class')
Clitellata: ('class', 'Animalia', 63089, 'Annelida', 'phylum')
Cornu: ('genus', 'Animalia', 87634, 'Helicidae', 'family')
Helicidae: ('family', 'Animalia', 47484, 'Stylommatophora', 'order')
Otala lactea: ('species', 'Animalia', 202861, 'Otala', 'genus')
Otala: ('genus', 'Animalia', 131834, 'Helicidae', 'family')
Zalophus: ('genus', 'Animalia', 41737, 'Otariidae', 'family')
Otariidae: ('family', 'Animalia', 41736, 'Carnivora', 'order')
Eumetopias jubatus: ('species', 'Animalia', 41755, 'Eumetopias', 'genus')
Eumetopias: ('genus', 'Animalia', 41754, 'Otariidae', 'family')
Callorhinus ursinus: ('species', 'Animalia', 41757, 'Callorhinus', 'genus')
Callorhinus: ('genus', 'Animalia', 41756, 'Otariidae', 'family')
Arctocephalus townsendi: ('species', 'Animalia', 41746, 'Arctocephalus', 'genus')
Arctocephalus: ('genus', 'Animalia', 41741, 'Otariidae', 'family')
Holorusia: ('genus', 'Animalia', 60391, 'Tipulidae', 'family')
Tipulidae: ('family', 'Animalia', 51225, 'Diptera', 'order')
Tipula: ('subgenus', 'Animalia', 548112, 'Tipulidae', 'family')
Pandion: ('genus', 'Animalia', 71725, 'Pandionidae', 'family')
Pandionidae: ('family', 'Animalia', 200958, 'Accipitriformes', 'order')
Symphyotrichum subspicatum: ('species', 'Plantae', 79303, 'Symphyotrichum', 'genus')
Symphyotrichum lanceolatum hesperium: ('variety', 'Plantae', 81407, 'Symphyotrichum lanceolatum', 'species')
Symphyotrichum lanceolatum: ('species', 'Plantae', 79301, 'Symphyotrichum', 'genus')
Symphyotrichum lentum: ('species', 'Plantae', 60130, 'Symphyotrichum', 'genus')
Symphyotrichum subulatum: ('species', 'Plantae', 64208, 'Symphyotrichum', 'genus')
Lonicera: ('genus', 'Plantae', 51874, 'Caprifoliaceae', 'family')
Lonicera interrupta: ('species', 'Plantae', 60878, 'Lonicera', 'genus')
Lonicera subspicata denudata: ('variety', 'Plantae', 58872, 'Lonicera subspicata', 'species')
Lonicera subspicata: ('species', 'Plantae', 58100, 'Lonicera', 'genus')
Torilis: ('genus', 'Plantae', 53305, 'Apiaceae', 'family')
Torilis nodosa: ('species', 'Plantae', 53304, 'Torilis', 'genus')
Torilis japonica: ('species', 'Plantae', 133918, 'Torilis', 'genus')
Catharus: ('genus', 'Animalia', 12875, 'Turdidae', 'family')
Turdidae: ('family', 'Animalia', 15977, 'Passeriformes', 'order')
Catharus ustulatus: ('species', 'Animalia', 12878, 'Catharus', 'genus')
Rhopalomyia: ('genus', 'Animalia', 55700, 'Cecidomyiidae', 'family')
Cecidomyiidae: ('family', 'Animalia', 55699, 'Diptera', 'order')
Asphondylia: ('genus', 'Animalia', 67720, 'Cecidomyiidae', 'family')
Aspidoscelis tigris: ('species', 'Animalia', 38671, 'Aspidoscelis', 'genus')
Aspidoscelis: ('genus', 'Animalia', 67693, 'Teiidae', 'family')
Teiidae: ('family', 'Animalia', 38634, 'Squamata', 'order')
Collinsia corymbosa: ('species', 'Plantae', 76408, 'Collinsia', 'genus')
Collinsia tinctoria: ('species', 'Plantae', 51850, 'Collinsia', 'genus')
Collinsia parviflora: ('species', 'Plantae', 59013, 'Collinsia', 'genus')
Cuscuta californica: ('species', 'Plantae', 57019, 'Cuscuta', 'genus')
Cuscuta: ('genus', 'Plantae', 56932, 'Convolvulaceae', 'family')
Cuscuta occidentalis: ('species', 'Plantae', 76552, 'Cuscuta', 'genus')
Cuscuta salina: ('species', 'Plantae', 64204, 'Cuscuta', 'genus')
Cuscuta subinclusa: ('species', 'Plantae', 76556, 'Cuscuta', 'genus')
Cuscuta campestris: ('species', 'Plantae', 76545, 'Cuscuta', 'genus')
Cuscuta pentagona: ('species', 'Plantae', 161280, 'Cuscuta', 'genus')
Daucus: ('genus', 'Plantae', 56727, 'Apiaceae', 'family')
Calendula: ('genus', 'Plantae', 59261, 'Asteraceae', 'family')
Calendula officinalis: ('species', 'Plantae', 75931, 'Calendula', 'genus')
Silybum: ('genus', 'Plantae', 52587, 'Asteraceae', 'family')
Cynara: ('genus', 'Plantae', 57564, 'Asteraceae', 'family')
Maianthemum dilatatum: ('species', 'Plantae', 63939, 'Maianthemum', 'genus')
Senecio glomeratus: ('species', 'Plantae', 60981, 'Senecio', 'genus')
Senecio aphanactis: ('species', 'Plantae', 63375, 'Senecio', 'genus')
Senecio sylvaticus: ('species', 'Plantae', 53210, 'Senecio', 'genus')
Senecio elegans: ('species', 'Plantae', 79044, 'Senecio', 'genus')
Solanaceae: ('family', 'Plantae', 48516, 'Solanales', 'order')
Solanum xanti: ('species', 'Plantae', 79146, 'Solanum', 'genus')
Solanum aviculare: ('species', 'Plantae', 79135, 'Solanum', 'genus')
Solanum elaeagnifolium: ('species', 'Plantae', 79137, 'Solanum', 'genus')
Solanum physalifolium nitidibaccatum: ('variety', 'Plantae', 81374, 'Solanum physalifolium', 'species')
Solanum physalifolium: ('species', 'Plantae', 79142, 'Solanum', 'genus')
Blitum: ('genus', 'Plantae', 507135, 'Amaranthaceae', 'family')
Stachys ajugoides: ('species', 'Plantae', 53295, 'Stachys', 'genus')
Stachys pycnantha: ('species', 'Plantae', 57123, 'Stachys', 'genus')
Stachys chamissonis: ('species', 'Plantae', 52625, 'Stachys', 'genus')
Andricus: ('genus', 'Animalia', 55596, 'Cynipidae', 'family')
Cynipidae: ('family', 'Animalia', 55594, 'Hymenoptera', 'order')
Callirhytis: ('genus', 'Animalia', 69242, 'Cynipidae', 'family')
Amphibolips: ('genus', 'Animalia', 143875, 'Cynipidae', 'family')
Dryocosmus: ('genus', 'Animalia', 85401, 'Cynipidae', 'family')
Diplolepis: ('genus', 'Animalia', 71003, 'Cynipidae', 'family')
Diastrophus: ('genus', 'Animalia', 205634, 'Cynipidae', 'family')
Convolvulus: ('genus', 'Plantae', 53022, 'Convolvulaceae', 'family')
Urtica: ('genus', 'Plantae', 51886, 'Urticaceae', 'family')
Urticaceae: ('family', 'Plantae', 51885, 'Rosales', 'order')
Urtica gracilis holosericea: ('subspecies', 'Plantae', 141851, 'Urtica gracilis', 'species')
Urtica gracilis: ('species', 'Plantae', 141854, 'Urtica', 'genus')
Urtica urens: ('species', 'Plantae', 53315, 'Urtica', 'genus')
Hooveria parviflora: ('species', 'Plantae', 1362974, 'Hooveria', 'genus')
